,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure,density,band_gap,final_energy,cat_oxi_state,an_oxi_state,coordination_num
74,mp-2793,AuSe,C2/m,monoclinic,0.0,"Full Formula (Au2 Se2)
Reduced Formula: AuSe
abc   :   5.107030   5.107030   6.448553
angles:  77.026723  77.026723  43.057621
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Au    0.5       0.5       0.5             -0
  1  Au    0         0         0                0
  2  Se    0.136808  0.136808  0.276014         0
  3  Se    0.863192  0.863192  0.723986         0",8.223421519004054,0.31699999999999995,-13.94305449,2.0,-2.0,4
75,mp-570325,AuSe,C2/m,monoclinic,0.009563839999999768,"Full Formula (Au4 Se4)
Reduced Formula: AuSe
abc   :   6.573386   6.573386   8.835473
angles:  78.982740  78.982740  33.533367
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Au    0.968458  0.968458  0.287268         0
  1  Au    0.031542  0.031542  0.712732         0
  2  Au    0.649163  0.649163  0.982983        -0
  3  Au    0.350837  0.350837  0.017017        -0
  4  Se    0.604263  0.604263  0.267705         0
  5  Se    0.333192  0.333192  0.3008          -0
  6  Se    0.666808  0.666808  0.6992          -0
  7  Se    0.395737  0.395737  0.732295         0",8.86850715350843,0.0,-27.80959826,2.0,-2.0,4
76,mp-10678,AuSe,P6_3/mmc,hexagonal,0.25239558750000013,"Full Formula (Au2 Se2)
Reduced Formula: AuSe
abc   :   4.152049   4.152049   5.813206
angles:  90.000000  90.000000 119.999989
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Au    0         0         0.5         -0
  1  Au    0         0         0           -0
  2  Se    0.666667  0.333333  0.75         0
  3  Se    0.333333  0.666667  0.25         0",10.558475426501298,0.0,-12.93347214,2.0,-2.0,8
77,mp-10044,BAs,F-43m,cubic,0.08016718958333868,"Full Formula (B1 As1)
Reduced Formula: BAs
abc   :   3.407727   3.407727   3.407727
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  B     0.75  0.75  0.75         0
  1  As    0     0     0           -0",5.087631340714321,1.2521999999999993,-11.37636529,3.0,-3.0,4
78,mp-1199460,BCl,Pa-3,cubic,0.011412386805555563,"Full Formula (B48 Cl48)
Reduced Formula: BCl
abc   :  12.599810  12.599810  12.599810
angles:  90.000000  90.000000  90.000000
Sites (96)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.404239  0.077883  0.440202     0.001
  1  B     0.595761  0.577883  0.059798     0.001
  2  B     0.095761  0.922117  0.940202     0.001
  3  B     0.904239  0.422117  0.559798     0.001
  4  B     0.440202  0.404239  0.077883    -0
  5  B     0.059798  0.595761  0.577883    -0
  6  B     0.940202  0.095761  0.922117     0
  7  B     0.559798  0.904239  0.422117    -0
  8  B     0.077883  0.440202  0.404239     0.001
  9  B     0.577883  0.059798  0.595761     0.001
 10  B     0.922117  0.940202  0.095761     0.002
 11  B     0.422117  0.559798  0.904239     0.001
 12  B     0.595761  0.922117  0.559798     0.001
 13  B     0.404239  0.422117  0.940202     0.001
 14  B     0.904239  0.077883  0.059798     0.001
 15  B     0.095761  0.577883  0.440202     0.001
 16  B     0.559798  0.595761  0.922117    -0
 17  B     0.940202  0.404239  0.422117    -0
 18  B     0.059798  0.904239  0.077883     0
 19  B     0.440202  0.095761  0.577883    -0
 20  B     0.922117  0.559798  0.595761     0.001
 21  B     0.422117  0.940202  0.404239     0.001
 22  B     0.077883  0.059798  0.904239     0.002
 23  B     0.577883  0.440202  0.095761     0.001
 24  B     0.034945  0.369108  0.524573     0.001
 25  B     0.965055  0.869108  0.975427     0.001
 26  B     0.465055  0.630892  0.024573     0.001
 27  B     0.534945  0.130892  0.475427     0
 28  B     0.524573  0.034945  0.369108     0
 29  B     0.975427  0.965055  0.869108     0
 30  B     0.024573  0.465055  0.630892    -0
 31  B     0.475427  0.534945  0.130892    -0
 32  B     0.369108  0.524573  0.034945    -0
 33  B     0.869108  0.975427  0.965055    -0
 34  B     0.630892  0.024573  0.465055    -0
 35  B     0.130892  0.475427  0.534945    -0
 36  B     0.965055  0.630892  0.475427     0.001
 37  B     0.034945  0.130892  0.024573     0.001
 38  B     0.534945  0.369108  0.975427     0.001
 39  B     0.465055  0.869108  0.524573     0
 40  B     0.475427  0.965055  0.630892    -0
 41  B     0.024573  0.034945  0.130892     0
 42  B     0.975427  0.534945  0.369108    -0
 43  B     0.524573  0.465055  0.869108    -0
 44  B     0.630892  0.475427  0.965055    -0
 45  B     0.130892  0.024573  0.034945    -0
 46  B     0.369108  0.975427  0.534945    -0
 47  B     0.869108  0.524573  0.465055    -0
 48  Cl    0.30697   0.156563  0.379485     0.001
 49  Cl    0.69303   0.656563  0.120515     0.001
 50  Cl    0.19303   0.843437  0.879485     0.001
 51  Cl    0.80697   0.343437  0.620515     0.001
 52  Cl    0.379485  0.30697   0.156563    -0
 53  Cl    0.120515  0.69303   0.656563    -0
 54  Cl    0.879485  0.19303   0.843437     0
 55  Cl    0.620515  0.80697   0.343437     0
 56  Cl    0.156563  0.379485  0.30697      0.001
 57  Cl    0.656563  0.120515  0.69303      0.002
 58  Cl    0.843437  0.879485  0.19303      0.002
 59  Cl    0.343437  0.620515  0.80697      0.001
 60  Cl    0.69303   0.843437  0.620515     0.001
 61  Cl    0.30697   0.343437  0.879485     0.001
 62  Cl    0.80697   0.156563  0.120515     0.002
 63  Cl    0.19303   0.656563  0.379485     0.001
 64  Cl    0.620515  0.69303   0.843437    -0
 65  Cl    0.879485  0.30697   0.343437    -0
 66  Cl    0.120515  0.80697   0.156563     0
 67  Cl    0.379485  0.19303   0.656563    -0
 68  Cl    0.843437  0.620515  0.69303      0.002
 69  Cl    0.343437  0.879485  0.30697      0.002
 70  Cl    0.156563  0.120515  0.80697      0.002
 71  Cl    0.656563  0.379485  0.19303      0.002
 72  Cl    0.069272  0.23598   0.548144     0.001
 73  Cl    0.930728  0.73598   0.951856     0.001
 74  Cl    0.430728  0.76402   0.048144     0.001
 75  Cl    0.569272  0.26402   0.451856     0.001
 76  Cl    0.548144  0.069272  0.23598      0
 77  Cl    0.951856  0.930728  0.73598      0
 78  Cl    0.048144  0.430728  0.76402      0
 79  Cl    0.451856  0.569272  0.26402      0
 80  Cl    0.23598   0.548144  0.069272    -0
 81  Cl    0.73598   0.951856  0.930728     0
 82  Cl    0.76402   0.048144  0.430728     0
 83  Cl    0.26402   0.451856  0.569272    -0
 84  Cl    0.930728  0.76402   0.451856     0.001
 85  Cl    0.069272  0.26402   0.048144     0.001
 86  Cl    0.569272  0.23598   0.951856     0.001
 87  Cl    0.430728  0.73598   0.548144     0.001
 88  Cl    0.451856  0.930728  0.76402      0
 89  Cl    0.048144  0.069272  0.26402      0
 90  Cl    0.951856  0.569272  0.23598      0
 91  Cl    0.548144  0.430728  0.73598      0
 92  Cl    0.76402   0.451856  0.930728    -0
 93  Cl    0.26402   0.048144  0.069272     0
 94  Cl    0.23598   0.951856  0.569272     0
 95  Cl    0.73598   0.548144  0.430728     0",1.8434931388811349,0.0,-470.52494484,0.0,0.0,1
79,mp-23256,BCl,P2_12_12_1,orthorhombic,0.0994778228993054,"Full Formula (B32 Cl32)
Reduced Formula: BCl
abc   :   8.267917  13.569226  14.588825
angles:  90.000000  90.000000  90.000000
Sites (64)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.486365  0.062673  0.353253         0
  1  B     0.986365  0.437327  0.646747         0
  2  B     0.513635  0.562673  0.146747         0
  3  B     0.013635  0.937327  0.853253         0
  4  B     0.623984  0.101871  0.431716         0
  5  B     0.123984  0.398129  0.568284         0
  6  B     0.376016  0.601871  0.068284         0
  7  B     0.876016  0.898129  0.931716         0
  8  B     0.864041  0.111206  0.93079         -0
  9  B     0.364041  0.388794  0.06921         -0
 10  B     0.135959  0.611206  0.56921         -0
 11  B     0.635959  0.888794  0.43079         -0
 12  B     0.743046  0.071687  0.84409         -0
 13  B     0.243046  0.428313  0.15591         -0
 14  B     0.256954  0.571687  0.65591         -0
 15  B     0.756954  0.928313  0.34409         -0
 16  B     0.987373  0.005257  0.955089         0
 17  B     0.487373  0.494743  0.044911         0
 18  B     0.012627  0.505257  0.544911         0
 19  B     0.512627  0.994743  0.455089         0
 20  B     0.693514  0.053765  0.327062         0
 21  B     0.193514  0.446235  0.672938         0
 22  B     0.306486  0.553765  0.172938         0
 23  B     0.806486  0.946235  0.827062         0
 24  B     0.747974  0.003897  0.946803        -0
 25  B     0.247974  0.496103  0.053197        -0
 26  B     0.252026  0.503897  0.553197        -0
 27  B     0.752026  0.996103  0.446803        -0
 28  B     0.953766  0.06254   0.831322        -0
 29  B     0.453766  0.43746   0.168678        -0
 30  B     0.046234  0.56254   0.668678        -0
 31  B     0.546234  0.93746   0.331322        -0
 32  Cl    0.324759  0.124821  0.305459        -0
 33  Cl    0.824759  0.375179  0.694541        -0
 34  Cl    0.675241  0.624821  0.194541        -0
 35  Cl    0.175241  0.875179  0.805459        -0
 36  Cl    0.640093  0.215352  0.484543         0
 37  Cl    0.140093  0.284648  0.515457         0
 38  Cl    0.359907  0.715352  0.015457         0
 39  Cl    0.859907  0.784648  0.984543         0
 40  Cl    0.871088  0.2249    0.983767        -0
 41  Cl    0.371088  0.2751    0.016233        -0
 42  Cl    0.128912  0.7249    0.516233        -0
 43  Cl    0.628912  0.7751    0.483767        -0
 44  Cl    0.592108  0.133801  0.785927        -0
 45  Cl    0.092108  0.366199  0.214073        -0
 46  Cl    0.407892  0.633801  0.714073        -0
 47  Cl    0.907892  0.866199  0.285927        -0
 48  Cl    0.127244  0.025999  0.044175        -0
 49  Cl    0.627244  0.474001  0.955825        -0
 50  Cl    0.872756  0.525999  0.455825        -0
 51  Cl    0.372756  0.974001  0.544175        -0
 52  Cl    0.804907  0.114012  0.240702         0
 53  Cl    0.304907  0.385988  0.759298         0
 54  Cl    0.195093  0.614012  0.259298         0
 55  Cl    0.695093  0.885988  0.740702         0
 56  Cl    0.91047   0.017833  0.524886         0
 57  Cl    0.41047   0.482167  0.475114         0
 58  Cl    0.08953   0.517833  0.975114         0
 59  Cl    0.58953   0.982167  0.024886         0
 60  Cl    0.0817    0.121652  0.75195         -0
 61  Cl    0.5817    0.378348  0.24805         -0
 62  Cl    0.9183    0.621652  0.74805         -0
 63  Cl    0.4183    0.878348  0.25195         -0",1.5020028485454273,0.9011,-308.04710865,0.0,0.0,1
80,mp-567944,BCl,P4_2/nmc,tetragonal,0.28113713868055523,"Full Formula (B8 Cl8)
Reduced Formula: BCl
abc   :   8.690726   8.690726   5.880046
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.902816  0         0.398372         0
  1  B     0.5       0.402816  0.898372         0
  2  B     0.5       0.597184  0.898372         0
  3  B     0         0.097184  0.601628         0
  4  B     0         0.902816  0.601628         0
  5  B     0.097184  0         0.398372         0
  6  B     0.402816  0.5       0.101628         0
  7  B     0.597184  0.5       0.101628         0
  8  Cl    0         0.258837  0.772064        -0
  9  Cl    0.758837  0.5       0.272064        -0
 10  Cl    0.241163  0.5       0.272064        -0
 11  Cl    0.5       0.758837  0.727936        -0
 12  Cl    0.5       0.241163  0.727936        -0
 13  Cl    0         0.741163  0.772064        -0
 14  Cl    0.258837  0         0.227936        -0
 15  Cl    0.741163  0         0.227936        -0",1.3838512954123359,3.3285,-74.10522811,0.0,0.0,1
81,mp-1890,BMo,I4_1/amd,tetragonal,0.0,"Full Formula (B4 Mo4)
Reduced Formula: BMo
abc   :   8.811187   8.811187   8.811187
angles: 159.525823 159.525823  29.113235
Sites (8)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  B     0.594755  0.094755  0.5         0
  1  B     0.844755  0.844755  0          -0
  2  B     0.155245  0.155245  0          -0
  3  B     0.905245  0.405245  0.5        -0
  4  Mo    0.447018  0.947018  0.5         0
  5  Mo    0.697018  0.697018  0          -0
  6  Mo    0.302982  0.302982  0           0
  7  Mo    0.052982  0.552982  0.5        -0",8.476293815107915,0.0,-74.11684746,-3.0,3.0,9
82,mp-999198,BMo,Cmcm,orthorhombic,0.01030059250000015,"Full Formula (B2 Mo2)
Reduced Formula: BMo
abc   :   4.553425   4.553425   3.095708
angles:  90.000000  90.000000 139.328899
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0.559466  0.440534  0.75        -0
  1  B     0.440534  0.559466  0.25        -0
  2  Mo    0.855687  0.144313  0.75         0
  3  Mo    0.144313  0.855687  0.25         0",8.475324270781801,0.0,-37.01722136,-3.0,3.0,9
83,mp-984,BN,P6_3/mmc,hexagonal,0.0,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.512428   2.512428   7.707265
angles:  90.000000  90.000000 120.000012
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0.333333  0.666667  0.25        -0
  1  B     0.666667  0.333333  0.75        -0
  2  N     0.333333  0.666667  0.75         0
  3  N     0.666667  0.333333  0.25         0",1.956240948754851,4.4938,-35.15512185,3.0,-3.0,3
84,mp-7991,BN,P6_3/mmc,hexagonal,0.0002202950000000925,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.511600   2.511600   8.267796
angles:  90.000000  90.000000 119.999991
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0.333333  0.666667  0.25        -0
  1  B     0.666667  0.333333  0.75        -0
  2  N     0         0         0.25        -0
  3  N     0         0         0.75        -0",1.8248172241090572,4.2704,-35.15424067,3.0,-3.0,3
85,mp-629015,BN,P6_3/mmc,hexagonal,0.0035142725000003594,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.515945   2.515945   7.258253
angles:  90.000000  90.000000 120.000013
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0         0         0.75        -0
  1  B     0         0         0.25        -0
  2  N     0.666667  0.333333  0.25         0
  3  N     0.333333  0.666667  0.75         0",2.071456573253225,4.0020999999999995,-35.14106476,3.0,-3.0,3
86,mp-604884,BN,P-6m2,hexagonal,0.004095599999999422,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.512980   2.512980   7.081536
angles:  90.000000  90.000000 119.999988
Sites (4)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  B     0         0         0           0
  1  B     0.333333  0.666667  0.5        -0
  2  N     0.333333  0.666667  0           0
  3  N     0.666667  0.333333  0.5        -0",2.128161409742348,4.422000000000001,-35.13873945,3.0,-3.0,3
87,mp-685145,BN,Fmm2,orthorhombic,0.0065897924999998025,"Full Formula (B1 N1)
Reduced Formula: BN
abc   :   4.120513   3.717133   2.512643
angles:  80.286000  62.769170  36.944831
Sites (2)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.000175  0.999825  0.000175         0
  1  N     0.666525  0.333475  0.666525        -0",2.155413045529032,3.9556,-17.56438134,3.0,-3.0,3
88,mp-1639,BN,F-43m,cubic,0.07732134749999986,"Full Formula (B1 N1)
Reduced Formula: BN
abc   :   2.563971   2.563971   2.563971
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  B     0     0     0            0
  1  N     0.25  0.25  0.25         0",3.4576935621325986,4.6482,-17.42291823,3.0,-3.0,4
89,mp-2653,BN,P6_3mc,hexagonal,0.09466673250000035,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.553939   2.553939   4.226855
angles:  90.000000  90.000000 119.999979
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.333333  0.666667  0.499724         0
  1  B     0.666667  0.333333  0.999724         0
  2  N     0.333333  0.666667  0.125276        -0
  3  N     0.666667  0.333333  0.625276        -0",3.452005209051759,5.363,-34.77645492,3.0,-3.0,4
90,mp-1599,BN,Cm,monoclinic,0.13790664875000047,"Full Formula (B4 N4)
Reduced Formula: BN
abc   :   6.673745   6.673745   4.398503
angles:  89.490354  89.490354  21.695379
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     8.3e-05   8.3e-05   0.001176        -0
  1  B     0.200011  0.200011  0.572298        -0
  2  B     0.865753  0.865753  0.619425        -0
  3  B     0.531531  0.531531  0.501718         0
  4  N     0.980768  0.980768  0.656894        -0
  5  N     0.506155  0.506155  0.156836        -0
  6  N     0.646895  0.646895  0.556202         0
  7  N     0.312302  0.312302  0.606951         0",2.2762921735433697,1.6009000000000002,-69.20699051,3.0,-3.0,3
91,mp-13151,BN,P4_2/mnm,tetragonal,0.17916551499999933,"Full Formula (B4 N4)
Reduced Formula: BN
abc   :   4.424223   4.424223   2.550356
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  B     0.174283  0.825717  0.5         0
  1  B     0.325717  0.325717  0           0
  2  B     0.674283  0.674283  0           0
  3  B     0.825717  0.174283  0.5         0
  4  N     0.812601  0.812601  0.5         0
  5  N     0.312601  0.687399  0           0
  6  N     0.687399  0.312601  0           0
  7  N     0.187399  0.187399  0.5         0",3.3021423706377253,4.825699999999999,-68.87691958,3.0,-3.0,4
92,mp-344,BN,Cc,monoclinic,0.21939189124999992,"Full Formula (B4 N4)
Reduced Formula: BN
abc   :   4.993838   4.993838   4.348570
angles:  84.819119  84.819119 141.563205
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.566427  0.4344    0.999796        -0
  1  B     0.4344    0.566427  0.499796        -0
  2  B     0.564202  0.176999  0.508179         0
  3  B     0.176999  0.564202  0.008179         0
  4  N     0.778339  0.38574   0.159217         0
  5  N     0.38574   0.778339  0.659217         0
  6  N     0.511787  0.379906  0.678907         0
  7  N     0.379906  0.511787  0.178907         0",2.5427156028829394,3.5021000000000004,-68.55510857,3.0,-3.0,3
93,mp-644751,BN,Pnma,orthorhombic,0.2721988312499999,"Full Formula (B4 N4)
Reduced Formula: BN
abc   :   2.591464   4.292049   4.880089
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  B     0.75  0.092904  0.659587        -0
  1  B     0.25  0.592904  0.840413        -0
  2  B     0.75  0.407096  0.159587        -0
  3  B     0.25  0.907096  0.340413        -0
  4  N     0.75  0.393514  0.82113          0
  5  N     0.25  0.606486  0.17887          0
  6  N     0.25  0.893514  0.67887          0
  7  N     0.75  0.106486  0.32113          0",3.036917717318018,5.6697,-68.13265305,3.0,-3.0,4
94,mp-1077506,BN,Imm2,orthorhombic,0.30168064749999957,"Full Formula (B3 N3)
Reduced Formula: BN
abc   :   4.306418   4.306418   4.306418
angles: 143.929800 120.977023  71.156125
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.050698  0         0.050698        -0
  1  B     0.768669  0.192725  0.575944         0
  2  B     0.383219  0.807275  0.575944         0
  3  N     0.015712  0.808479  0.207232         0
  4  N     0.398753  0.191521  0.207232         0
  5  N     0.722949  0         0.722949         0",3.12008953568589,1.0837000000000003,-50.92259889,3.0,-3.0,3
95,mp-569655,BN,P2_1/c,monoclinic,0.32115231000000044,"Full Formula (B4 N4)
Reduced Formula: BN
abc   :   4.938593   3.927050   4.941504
angles:  68.042060  90.000000  90.000000
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.642237  0.499729  0.642029         0
  1  B     0.357763  0.500271  0.357971         0
  2  B     0.142237  0.500271  0.857971         0
  3  B     0.857763  0.499729  0.142029         0
  4  N     0.656547  0.498966  0.343559        -0
  5  N     0.843453  0.498966  0.843559        -0
  6  N     0.343453  0.501034  0.656441        -0
  7  N     0.156547  0.501034  0.156441        -0",1.8545873970859466,3.8244,-67.74102522,3.0,-3.0,3
96,mp-1060281,BN,I4/mmm,tetragonal,0.8055327674999999,"Full Formula (B1 N1)
Reduced Formula: BN
abc   :   3.625464   3.625464   3.625464
angles:  97.501021  97.501021 137.638840
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  B     0    0      0        -0
  1  N     0.5  0.5    0        -0",1.3764614522857495,4.0137,-15.96649539,3.0,-3.0,2
97,mp-601223,BN,P6_3/mmc,hexagonal,2.5619602224999998,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.495121   2.495121   4.404051
angles:  90.000000  90.000000 120.000016
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0.666667  0.333333  0.75         0
  1  B     0.333333  0.666667  0.25         0
  2  N     0         0         0            0
  3  N     0         0         0.5          0",3.471160043488049,0.0,-24.90728096,3.0,-3.0,6
98,mp-997617,BOs,P-6m2,hexagonal,0.0,"Full Formula (B1 Os1)
Reduced Formula: BOs
abc   :   2.896353   2.896353   2.879359
angles:  90.000000  90.000000 120.000012
Sites (2)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  B     0.333333  0.666667  0.5        -0
  1  Os    0         0         0           0",15.958956839078912,0.0,-18.38046882,-3.0,3.0,6
99,mp-1479,BP,F-43m,cubic,0.0,"Full Formula (B1 P1)
Reduced Formula: BP
abc   :   3.215084   3.215084   3.215084
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  B     0     0     0            0
  1  P     0.25  0.25  0.25        -0",2.9526018183160376,1.4661999999999997,-12.90737451,3.0,-3.0,4
100,mp-1008559,BP,P6_3mc,hexagonal,0.011153332500000168,"Full Formula (B2 P2)
Reduced Formula: BP
abc   :   3.200282   3.200282   5.298093
angles:  90.000000  90.000000 119.999991
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.666667  0.333333  0.500274        -0
  1  B     0.333333  0.666667  0.000274        -0
  2  P     0.666667  0.333333  0.874726        -0
  3  P     0.333333  0.666667  0.374726        -0",2.9530472730170723,1.0758999999999999,-25.77013569,3.0,-3.0,4
101,mp-1096829,BPt,P6_3/mmc,hexagonal,0.19371446291667382,"Full Formula (B2 Pt2)
Reduced Formula: BPt
abc   :   3.229427   3.229427   5.261273
angles:  90.000000  90.000000 119.999988
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0.333333  0.666667  0.25        -0
  1  B     0.666667  0.333333  0.75        -0
  2  Pt    0         0         0.5          0
  3  Pt    0         0         0            0",14.38971917085515,0.0,-25.2529075,0.0,0.0,6
102,mp-567164,BRh,P6_3/mmc,hexagonal,0.0,"Full Formula (B2 Rh2)
Reduced Formula: BRh
abc   :   3.376972   3.376972   4.194574
angles:  90.000000  90.000000 120.000008
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0         0         0            0
  1  B     0         0         0.5          0
  2  Rh    0.666667  0.333333  0.75        -0
  3  Rh    0.333333  0.666667  0.25        -0",9.116520176770527,0.0,-29.5992487,-3.0,3.0,8
103,mp-1063752,BRh,P6_3/mmc,hexagonal,0.21355027500000023,"Full Formula (B2 Rh2)
Reduced Formula: BRh
abc   :   2.981852   2.981852   5.555582
angles:  90.000000  90.000000 120.000008
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0.333333  0.666667  0.25        -0
  1  B     0.666667  0.333333  0.75        -0
  2  Rh    0         0         0.5          0
  3  Rh    0         0         0            0",8.828158977086561,0.0,-28.7450476,-3.0,3.0,6
104,mp-997618,BSb,F-43m,cubic,0.37150473833333386,"Full Formula (B1 Sb1)
Reduced Formula: BSb
abc   :   3.735215   3.735215   3.735215
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  B     0     0     0           -0
  1  Sb    0.25  0.25  0.25        -0",5.974007196039766,1.0137,-10.06538075,3.0,-3.0,4
105,mp-7832,BW,I4_1/amd,tetragonal,0.0,"Full Formula (B4 W4)
Reduced Formula: BW
abc   :   8.807388   8.807388   8.807388
angles: 159.425250 159.425250  29.257856
Sites (8)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  B     0.906201  0.406201  0.5         0
  1  B     0.156201  0.156201  0          -0
  2  B     0.843799  0.843799  0           0
  3  B     0.593799  0.093799  0.5        -0
  4  W     0.053139  0.553139  0.5         0
  5  W     0.303139  0.303139  0          -0
  6  W     0.696861  0.696861  0           0
  7  W     0.446861  0.946861  0.5        -0",15.331502687920084,0.0,-81.49148885,-3.0,3.0,9
106,mp-1008487,BW,Cmcm,orthorhombic,0.011545221249999571,"Full Formula (B2 W2)
Reduced Formula: BW
abc   :   4.550856   4.550856   3.109849
angles:  90.000000  90.000000 139.062155
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  B     0.5606    0.4394    0.75         0
  1  B     0.4394    0.5606    0.25         0
  2  W     0.855289  0.144711  0.75        -0
  3  W     0.144711  0.855289  0.25         0",15.318276657145134,0.0,-40.69956354,-3.0,3.0,9
107,mp-11840,BaAg,Pnma,orthorhombic,0.0,"Full Formula (Ba4 Ag4)
Reduced Formula: BaAg
abc   :   5.021482   6.746621   8.794666
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Ba    0.25  0.133051  0.180804         0
  1  Ba    0.75  0.866949  0.819196         0
  2  Ba    0.75  0.633051  0.319196         0
  3  Ba    0.25  0.366949  0.680804         0
  4  Ag    0.25  0.61698   0.033815        -0
  5  Ag    0.75  0.38302   0.966185        -0
  6  Ag    0.75  0.11698   0.466185        -0
  7  Ag    0.25  0.88302   0.533815        -0",5.466174327940019,0.0,-21.25516391,0.0,0.0,7
108,mp-570775,BaAu,Pnma,orthorhombic,0.0,"Full Formula (Ba4 Au4)
Reduced Formula: BaAu
abc   :   5.035579   6.520755   8.478259
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Ba    0.25  0.862378  0.683399         0
  1  Ba    0.25  0.637622  0.183399         0
  2  Ba    0.75  0.137622  0.316601        -0
  3  Ba    0.75  0.362378  0.816601        -0
  4  Au    0.25  0.365704  0.537655        -0
  5  Au    0.75  0.865704  0.962345         0
  6  Au    0.25  0.134296  0.037655         0
  7  Au    0.75  0.634296  0.462345        -0",7.97596306770373,0.0,-26.55307229,0.0,0.0,7
109,mp-527,BaCd,Pm-3m,cubic,0.0,"Full Formula (Ba1 Cd1)
Reduced Formula: BaCd
abc   :   4.279698   4.279698   4.279698
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0           0
  1  Cd    0.5  0.5  0.5         0",5.290471211624134,0.0,-3.49740878,0.0,0.0,8
